participant,condition,subject,channel,peaks,drops_at
mom,chair,63,ch_1,"[241, 983, 1232, 1493, 1784, 2084, 2399, 3103, 6184, 6544, 6895, 7232, 7584, 7940, 8280, 9300, 9652, 10016, 10349, 12819, 14928, 15623, 16352, 16700, 17059, 18124, 18492, 21280, 21645, 24184, 24881, 25971, 26324, 27055, 27791, 28672, 29143, 740, 492, 2732, 3892, 4292, 3488, 4684, 5048, 5420, 5780, 8616, 8948, 12440, 11728, 11372, 13204, 13575, 13908, 14252, 14588, 15268, 15988, 17412, 17764, 18856, 19232, 19612, 19960, 20296, 20612, 20944, 22020, 22400, 22772, 23140, 23508, 23860, 24528, 25248, 25616, 26684, 27408, 28204, 30052, 29600]","29143 → 740, 740 → 492, 4292 → 3488, 12440 → 11728, 11728 → 11372, 30052 → 29600"
mom,chair,14,ch_0,"[207, 444, 683, 921, 1392, 1625, 1856, 2085, 1157, 2312, 2536, 2760, 2984, 3208, 3448, 3768, 4139, 4458, 4848, 5236, 5647, 6055, 6461, 6861, 7228, 7540, 7841, 8135, 8427, 8720, 9003, 9324, 9555, 9832, 10116, 10412, 10700, 11016, 11335, 11680, 12023, 12348, 12644, 12936, 13227, 13528, 13855, 14224, 14565, 14900, 15233, 15572, 15925, 16272, 16619, 16935, 17244, 17552, 17876, 18204, 18537, 18872, 19217, 19549, 19884, 20212, 20528, 20845, 21189, 21515, 21824, 22152, 22492, 22851, 23172, 23483, 23804, 24147, 24527, 24896, 25228, 25556, 25895, 26256, 26608, 26985, 27373, 27733, 28060, 28363, 28659, 28957, 29279, 29667, 30000, 30320, 30652]",2085 → 1157
mom,chair,43,ch_1,"[582, 803, 1026, 1247, 1899, 2327, 2759, 3635, 4079, 6099, 6319, 6999, 14535, 16195, 17023, 18523, 21415, 21687, 22495, 23339, 24263, 24563, 24871, 25187, 25519, 359, 139, 1463, 1679, 2111, 2540, 2979, 3199, 3415, 3855, 4299, 4523, 4747, 4975, 5203, 5427, 5654, 5875, 6540, 6770, 7228, 7915, 7684, 8148, 7458, 8383, 8619, 8847, 9075, 9303, 9531, 9763, 9992, 10224, 10463, 10703, 10947, 11187, 11427, 11672, 11927, 12179, 12423, 12672, 12927, 13187, 13443, 13711, 13988, 14263, 14811, 15083, 15351, 15618, 15907, 16467, 16743, 17319, 17624, 17916, 18219, 18811, 19107, 19392, 19683, 19983, 20275, 20570, 20862, 21143, 21951, 22219, 22775, 23055, 23635, 23955, 25835, 26135, 26430, 26719, 27015, 27315, 27620, 27939, 28247, 28535, 28823, 29387, 29676, 29106, 29972, 30267, 30571]","25519 → 359, 359 → 139, 7915 → 7684, 8148 → 7458, 29676 → 29106"
mom,chair,46,ch_0,"[2266, 3567, 3920, 5995, 6331, 7007, 8791, 9147, 9855, 10219, 11647, 12331, 12663, 13691, 14035, 14715, 16815, 17467, 17791, 18119, 18451, 19131, 20191, 20935, 21675, 22799, 23183, 23939, 24311, 25775, 26140, 26504, 26863, 27903, 28947, 30835, 695, 979, 1283, 1615, 1939, 403, 103, 2587, 3228, 2907, 4259, 4591, 4927, 5298, 5651, 7335, 6679, 7679, 8043, 8419, 9503, 10571, 10935, 11287, 11987, 12999, 13343, 14367, 15063, 15427, 15783, 16475, 16131, 17139, 18787, 19471, 19819, 20567, 21303, 22039, 22415, 23559, 24683, 25415, 27551, 27207, 28243, 28587, 29311, 29691, 30079, 30455]","30835 → 695, 1939 → 403, 403 → 103, 3228 → 2907, 7335 → 6679, 16475 → 16131, 27551 → 27207"
mom,chair,25,ch_1,"[1138, 1737, 2117, 4637, 8589, 11153, 13117, 13449, 16037, 18361, 19309, 19629, 20285, 20597, 21205, 21505, 21805, 22437, 22761, 23445, 24185, 24893, 27773, 29313, 45, 321, 589, 857, 1425, 2493, 2861, 3205, 3553, 3909, 4277, 5009, 5421, 5853, 6297, 6741, 7149, 7521, 7881, 8233, 8993, 9365, 9733, 10097, 10461, 10813, 11493, 11833, 12157, 12485, 12797, 13789, 14157, 14533, 14913, 15293, 15657, 16413, 16821, 17237, 17649, 17834, 18017, 18161, 18681, 18993, 19961, 20905, 22113, 23097, 23821, 24533, 25241, 25597, 25941, 26289, 26645, 27009, 27385, 28169, 28541, 28925, 29681, 30041, 30421]",29313 → 45
mom,chair,70,ch_1,"[211, 1003, 1236, 1475, 1715, 1963, 2214, 2467, 2995, 3271, 3547, 3818, 4086, 4355, 2728, 4626, 4891, 5163, 5439, 5707, 5971, 6239, 6503, 6763, 7026, 7290, 7547, 7815, 8082, 8346, 8615, 8878, 9139, 9399, 9659, 9919, 10183, 10443, 10711, 10974, 11238, 11506, 11779, 12051, 12326, 12599, 12867, 13135, 13399, 13659, 13927, 14195, 14459, 14727, 14995, 15267, 15539, 15815, 16091, 16371, 16655, 16934, 17207, 17479, 17751, 18023, 18295, 18562, 18827, 19091, 19363, 19638, 19919, 20206, 20495, 20787, 21079, 21363, 21643, 21927, 22215, 22511, 22807, 23107, 23411, 23730, 24047, 24371, 24699, 25035, 25363, 25687, 26006, 26319, 26623, 26927, 27232, 27547, 27856, 28175, 28499, 28819, 29136, 29450, 29761, 30062, 30359, 30659, 30962, 8766]","4355 → 2728, 30962 → 8766"
mom,chair,04,ch_2,"[1648, 4444, 5012, 6759, 7968, 8248, 8800, 9344, 14432, 15776, 16936, 17868, 24916, 25208, 29796, 92, 832, 572, 460, 1440, 1108, 1908, 2160, 2416, 2668, 2920, 3176, 3424, 3676, 3928, 4180, 4824, 5308, 5588, 5888, 6188, 6128, 6504, 7068, 7372, 7680, 8524, 9072, 9620, 9892, 10176, 10460, 10800, 11024, 11312, 11616, 12192, 12484, 12772, 11904, 13040, 13320, 13604, 14160, 13884, 14708, 14972, 15236, 15504, 16060, 16356, 16636, 17256, 17556, 18196, 18536, 18872, 19196, 19508, 19684, 19812, 20100, 20376, 20652, 20936, 21220, 21532, 21884, 22352, 22624, 22972, 23364, 23656, 23988, 24352, 24636, 25512, 25840, 26168, 26548, 26908, 27228, 27848, 27544, 28160, 28476, 28820, 29124, 29476, 30124, 30452, 31092, 30760]","29796 → 92, 832 → 572, 572 → 460, 1440 → 1108, 6188 → 6128, 12772 → 11904, 14160 → 13884, 27848 → 27544, 31092 → 30760"
mom,chair,06,ch_1,"[1664, 2004, 5752, 6800, 7192, 7564, 8676, 9044, 10164, 13316, 13664, 14708, 15056, 17308, 20044, 20428, 22384, 23180, 23576, 23952, 24356, 25192, 26484, 29828, 30252, 30676, 268, 664, 1000, 1340, 2348, 2708, 3064, 3420, 3768, 4096, 4428, 4764, 5096, 5412, 6072, 6432, 7944, 8320, 9416, 9788, 10500, 10852, 11208, 11548, 11908, 12268, 12620, 12976, 14012, 14372, 15420, 15796, 16176, 16552, 16944, 17692, 18092, 18868, 18496, 19252, 19644, 20808, 21212, 21592, 21972, 22796, 24776, 25620, 26048, 26928, 27364, 27704, 27760, 28172, 28584, 29012, 29416, 31076]","30676 → 268, 18868 → 18496"
mom,chair,02,ch_1,"[344, 1244, 2143, 3876, 4228, 4604, 6140, 7319, 8108, 9208, 9552, 10364, 12164, 12588, 13064, 13536, 15199, 17108, 18036, 18439, 19867, 20376, 21716, 22108, 25468, 25871, 26312, 26787, 30220, 30720, 48, 632, 932, 1548, 1836, 2464, 2816, 3192, 3548, 4984, 5372, 5768, 6516, 6912, 7716, 8488, 8864, 9936, 10812, 11260, 11716, 13916, 14288, 14740, 15644, 16136, 16620, 17580, 18864, 19352, 20848, 21280, 22548, 23024, 23476, 23900, 24260, 24628, 25032, 27260, 27732, 28144, 28508, 28868, 29252, 29720, 31172]",30720 → 48
mom,chair,52,ch_0,"[225, 461, 1145, 1373, 1597, 1829, 2105, 2480, 2757, 917, 689, 3125, 3457, 3773, 4077, 4549, 4925, 5241, 5532, 5813, 6117, 6397, 6709, 6993, 7265, 7533, 7805, 8101, 8389, 8681, 8969, 9245, 9525, 9805, 10073, 10337, 10601, 10869, 11153, 11433, 11729, 12024, 12313, 12593, 12869, 13129, 13393, 13649, 13909, 14177, 14445, 14721, 15021, 15497, 15872, 16249, 16617, 16969, 17329, 17685, 18037, 18385, 18717, 19005, 19281, 19565, 19853, 20125, 20413, 20713, 21177, 21553, 21901, 22253, 22609, 22973, 23337, 23689, 24057, 24421, 24781, 25141, 25489, 25837, 26177, 26517, 26861, 27201, 27521, 27853, 28193, 28557, 28929, 29309, 29693, 30077, 30445, 30805]","2757 → 917, 917 → 689"
mom,chair,11,ch_1,"[1049, 1545, 2281, 2525, 3257, 3509, 4273, 4781, 5293, 5553, 6345, 7161, 8016, 8300, 8585, 8868, 9157, 10337, 10917, 12058, 12336, 12892, 13164, 13449, 13741, 14921, 15216, 16365, 16937, 17225, 17514, 17798, 19213, 20325, 20610, 20912, 21233, 21557, 21873, 22193, 23221, 23565, 24213, 24873, 25205, 25897, 26681, 27973, 29797, 37, 293, 549, 801, 1301, 1793, 2041, 2765, 3013, 3761, 4017, 4529, 5033, 5813, 6073, 6613, 6881, 7449, 7729, 9449, 9741, 10041, 10633, 11205, 11493, 11777, 12617, 14037, 14617, 15501, 15793, 16085, 16653, 18085, 18369, 18937, 19493, 19769, 20045, 22525, 22865, 23889, 24537, 25549, 26269, 27113, 27557, 28365, 28737, 29101, 29445, 30149, 30513, 30889]",29797 → 37
mom,chair,35,ch_2,"[269, 1613, 3485, 3753, 6945, 7265, 7585, 7889, 8201, 8797, 9385, 9981, 10601, 11593, 13132, 13437, 14824, 16493, 16933, 17321, 17669, 18016, 19013, 20241, 21136, 21737, 22045, 23261, 23557, 24737, 27165, 28037, 28333, 28621, 29801, 545, 817, 1081, 1345, 1881, 2149, 2417, 2681, 2945, 3213, 4025, 4569, 4845, 5121, 5401, 5701, 6009, 6317, 6629, 8501, 9089, 9681, 10285, 10925, 11257, 11917, 12229, 12537, 12833, 13745, 14077, 14437, 15241, 15657, 16069, 18357, 18693, 19325, 19645, 19937, 20553, 20845, 21433, 22353, 22669, 22965, 23849, 24141, 24433, 25041, 25357, 25669, 25909, 26289, 26581, 26877, 27453, 27745, 28905, 29201, 29493, 30109, 30421, 30737]",29801 → 545
mom,chair,81,ch_2,"[3155, 3458, 3751, 4047, 4350, 4651, 4955, 5255, 5555, 5851, 6147, 6447, 7339, 7943, 8587, 9587, 10251, 11211, 11535, 12567, 14183, 14479, 15067, 15367, 15667, 18839, 19151, 19446, 19927, 20327, 20623, 20930, 21319, 363, 2855, 6747, 7043, 7635, 8263, 9259, 9919, 10567, 8919, 10887, 11875, 12219, 12911, 13239, 13559, 13871, 14775, 15967, 16271, 16591, 16915, 17235, 17551, 17879, 18207, 18527]","21319 → 363, 10567 → 8919"
mom,chair,56,ch_0,"[962, 1482, 1993, 2501, 2757, 3017, 3773, 4026, 4285, 4557, 4849, 5694, 6250, 7118, 7414, 7993, 8562, 8834, 9098, 9885, 10158, 10437, 10730, 12482, 13321, 13598, 13869, 14138, 14402, 14934, 15205, 15486, 16366, 16685, 17309, 17634, 18281, 18870, 19465, 19769, 20070, 21705, 22018, 22341, 23970, 24873, 25830, 26142, 27158, 27510, 27857, 28890, 29546, 170, 434, 698, 1222, 1738, 2246, 3270, 3522, 5138, 5418, 5966, 6534, 6822, 7698, 8278, 9358, 9618, 11010, 11302, 11602, 11894, 12190, 12766, 13042, 14666, 15766, 16058, 17002, 17954, 18570, 19166, 20370, 20694, 21022, 21366, 22678, 23018, 23346, 23662, 24270, 24570, 25206, 25514, 26490, 26830, 28206, 28542, 29218, 29890, 30218, 30554]",29546 → 170
mom,chair,20,ch_0,"[1174, 894, 618, 338, 50, 1442, 1718, 1986, 2254, 2518, 2786, 3054, 3326, 3606, 3886, 4170, 4458, 4750, 5046, 5342, 5626, 5910, 6190, 6474, 6762, 7062, 7346, 7638, 7918, 8198, 8466, 8738, 9006, 9278, 9558, 9846, 10142, 10434, 10726, 11022, 11322, 11602, 11886, 12170, 12450, 12718, 12990, 13258, 13530, 13806, 14086, 14378, 14678, 14986, 15290, 15582, 15870, 16166, 16870, 16522, 17210, 17554, 17874, 18186, 18478, 18766, 19070, 19382, 19754, 20122, 20470, 20814, 21150, 21470, 21774, 22114, 22506, 22906, 23310, 23710, 24086, 24458, 24822, 25174, 25514, 25846, 26174, 26530, 26890, 27258, 27634, 27998, 28370, 28738, 29114, 29478, 29850, 30206, 30554, 30882, 31186]","1174 → 894, 894 → 618, 618 → 338, 338 → 50, 16870 → 16522"
mom,chair,77,ch_1,"[1153, 1408, 1649, 1881, 2109, 2333, 2557, 2776, 2992, 3424, 3853, 4069, 4285, 5357, 6008, 6445, 6666, 6888, 7333, 7556, 7781, 8007, 8237, 8471, 8929, 9829, 10272, 10720, 10941, 11385, 11609, 12060, 12737, 12964, 13200, 14739, 16232, 16705, 17409, 17642, 17880, 18120, 19136, 19400, 19648, 19893, 20136, 20381, 20632, 20885, 21128, 21368, 21845, 22088, 22804, 23042, 23300, 23569, 23820, 24065, 24311, 24569, 24865, 25165, 25437, 25708, 25989, 26282, 26582, 27184, 27727, 28003, 28924, 29466, 29740, 30033, 30323, 30618, 177, 645, 893, 410, 3205, 3637, 4497, 4713, 4925, 5141, 5573, 5789, 6225, 7109, 8701, 9157, 9381, 9605, 10493, 11161, 11833, 12285, 12509, 13441, 13697, 13945, 14209, 14473, 14993, 15245, 15497, 15749, 15993, 16469, 16941, 17177, 18369, 18621, 18877, 21605, 22329, 22565, 26885, 27453, 28309, 28629, 29189]","30618 → 177, 893 → 410"
mom,chair,72,ch_1,"[455, 1414, 2415, 2803, 3227, 4551, 5839, 7530, 7891, 9002, 10863, 11770, 12226, 13615, 14567, 15066, 15982, 16899, 17935, 20131, 21658, 22138, 22558, 22947, 23363, 23798, 24259, 24746, 25731, 28627, 159, 763, 1087, 1727, 2055, 3663, 4111, 4971, 5399, 6299, 6743, 7147, 8243, 8615, 9435, 9859, 10331, 11323, 12699, 13163, 14067, 15539, 16427, 17399, 18511, 19055, 19579, 20671, 21175, 25243, 26223, 26712, 27191, 27663, 28135, 29131, 30175, 29639, 30671]","28627 → 159, 30175 → 29639"
mom,chair,69,ch_1,"[211, 466, 1474, 1738, 2283, 2587, 3278, 3992, 4682, 5007, 5311, 5627, 5947, 6267, 6575, 6874, 7814, 8415, 9031, 9651, 9967, 10275, 10483, 11499, 12383, 14030, 14559, 16503, 16962, 17427, 17907, 18374, 18839, 19707, 20167, 21103, 21539, 21974, 22392, 22839, 23774, 24190, 24611, 25046, 25471, 26854, 28207, 28619, 29050, 29890, 30295, 30723, 719, 967, 1219, 1999, 2915, 3647, 4307, 7175, 7491, 8115, 8723, 10879, 11083, 11699, 12087, 12691, 13171, 13566, 15007, 15499, 16015, 19259, 20634, 23303, 25883, 26351, 27323, 27787, 29475]",30723 → 719
mom,chair,41,ch_0,"[104, 344, 584, 824, 1060, 1296, 1528, 1756, 1984, 2428, 2656, 2880, 2208, 2332, 3104, 3324, 3548, 3772, 3999, 4236, 4475, 4716, 4956, 5204, 5456, 5708, 5960, 6208, 6456, 6704, 6948, 7684, 7932, 8423, 8668, 8912, 9152, 9392, 9624, 9860, 10100, 7244, 10340, 10584, 10836, 11088, 11356, 11624, 11896, 12152, 12420, 12692, 12965, 13508, 13240, 13776, 14040, 14292, 14544, 15048, 14796, 15304, 15556, 15808, 16056, 16300, 16540, 16787, 17036, 17284, 17536, 17792, 18040, 18300, 18563, 18832, 19096, 19360, 19620, 19880, 20148, 20416, 20672, 20936, 21208, 21500, 21800, 22124, 22432, 22744, 23056, 23364, 23672, 23968, 24256, 24540, 24816, 25096, 25380, 25684, 25988, 26324, 26648, 26956, 27264, 27572, 27880, 28184, 28492, 28800, 29108, 29412, 29724, 30040, 30384]","2880 → 2208, 10100 → 7244, 13508 → 13240, 15048 → 14796"
mom,chair,73,ch_1,"[770, 1666, 2082, 2522, 2958, 5898, 7130, 7530, 8310, 8690, 9493, 10318, 10750, 11498, 11970, 13350, 13830, 14314, 14765, 15670, 16138, 20102, 21110, 23122, 24102, 26998, 27918, 28886, 30330, 334, 1226, 3386, 3814, 4206, 4626, 5046, 5470, 6318, 6742, 7922, 9090, 9898, 11194, 12410, 12874, 15226, 16618, 17114, 17610, 18110, 18602, 19094, 19594, 20606, 21602, 22098, 22610, 23606, 24574, 25062, 25546, 26022, 26514, 27454, 28390, 29378, 29818, 30862]",30330 → 334
mom,chair,68,ch_1,"[5487, 7559, 7819, 8080, 8336, 9344, 9839, 10091, 10859, 11131, 11683, 12499, 14379, 14891, 15631, 17147, 17415, 17975, 18515, 21296, 23262, 23548, 23831, 24110, 24392, 24955, 25235, 25523, 25811, 26395, 26699, 27951, 29267, 29599, 29919, 30552, 763, 531, 307, 1003, 1235, 1479, 1983, 1711, 2240, 2507, 2779, 3059, 3351, 3619, 3883, 4147, 4683, 4407, 5223, 4955, 5751, 6007, 6263, 6519, 6775, 7035, 7295, 8591, 8843, 9091, 9591, 10339, 10595, 11403, 11955, 12223, 12771, 13047, 13327, 13595, 13859, 14119, 14635, 15135, 15383, 15875, 16123, 16371, 16615, 16879, 17691, 18243, 18803, 19095, 19371, 19643, 19915, 20451, 21003, 20187, 20719, 21879, 22147, 22415, 22691, 22975, 21598, 24675, 26095, 26999, 27315, 27635, 28275, 28599, 28931, 30227]","30552 → 763, 763 → 531, 531 → 307, 1983 → 1711, 4683 → 4407, 5223 → 4955, 21003 → 20187, 22975 → 21598"
mom,chair,82,ch_1,"[290, 1035, 1279, 2010, 4807, 5270, 5950, 6179, 6411, 7114, 7350, 8063, 8291, 9686, 9919, 10151, 10827, 11739, 11955, 12407, 12638, 12859, 13975, 14191, 14415, 15530, 15762, 16203, 16422, 16874, 17775, 17999, 18234, 18451, 18674, 19590, 19822, 20292, 20758, 20998, 21222, 21700, 21939, 22178, 22419, 22903, 23390, 23614, 24343, 24583, 25802, 26054, 26311, 26578, 27122, 27399, 27686, 27980, 28280, 28872, 29463, 30051, 30631, 30919, 35, 539, 787, 1523, 1767, 2251, 2487, 2727, 2963, 3195, 3427, 3659, 3891, 4119, 4351, 4583, 5035, 5498, 5723, 6635, 6875, 7587, 7823, 8523, 8755, 8987, 9215, 9443, 10379, 11059, 11283, 10607, 11511, 12187, 13075, 13743, 13523, 13299, 14639, 15079, 14951, 15312, 15975, 16655, 17107, 17323, 17559, 18911, 19127, 19351, 20055, 20511, 21455, 22659, 23147, 23863, 24103, 24827, 25071, 25299, 25543, 26851, 28575, 29167, 30339, 29759]","30919 → 35, 11283 → 10607, 13743 → 13523, 13523 → 13299, 15079 → 14951, 30339 → 29759"
mom,chair,09,ch_1,"[240, 2112, 2468, 5264, 7844, 8520, 10228, 10968, 11324, 11668, 12004, 13680, 14040, 14424, 14796, 17240, 17988, 18348, 19352, 19720, 20480, 21580, 21948, 22676, 23340, 25840, 26760, 27048, 27876, 28136, 28396, 28656, 29704, 30268, 30560, 508, 804, 1100, 1424, 1760, 2792, 3148, 3512, 3888, 4224, 4572, 4908, 5624, 5996, 6368, 6744, 7112, 7480, 8200, 8856, 9200, 9516, 9868, 10592, 12340, 12676, 13000, 13340, 15136, 15476, 15820, 16180, 16880, 16524, 17612, 18680, 19016, 20096, 20860, 21228, 22320, 23016, 23632, 24084, 24460, 24824, 25172, 25508, 26156, 26460, 27332, 27604, 28916, 29172, 29436, 29976, 30856]","30560 → 508, 16880 → 16524"
mom,chair,64,ch_1,"[1768, 2007, 2240, 2720, 2964, 3216, 3712, 4196, 4908, 5384, 5616, 6328, 6564, 6804, 7524, 8016, 8760, 9520, 9772, 10771, 11016, 11255, 11752, 12252, 12503, 13520, 14028, 14284, 15052, 17128, 17476, 18188, 18872, 19196, 19520, 20188, 21268, 23080, 23900, 24952, 25992, 27408, 28256, 28684, 29964, 30379, 792, 292, 544, 1040, 1284, 1524, 2476, 3464, 3952, 4668, 5852, 4432, 5148, 6096, 7036, 7279, 7768, 8264, 8504, 9011, 9264, 10016, 10268, 10520, 11504, 12000, 12756, 13012, 13268, 13768, 14540, 14800, 15320, 15592, 16796, 15884, 16176, 16476, 17828, 18532, 19844, 20556, 20924, 21584, 21896, 22252, 22668, 23492, 24256, 24604, 25296, 25644, 26312, 26632, 26972, 27840, 29120, 29532, 30752]","30379 → 792, 792 → 292, 5852 → 4432, 16796 → 15884"
mom,chair,32,ch_0,"[161, 437, 713, 985, 1265, 1549, 1829, 2101, 2373, 2653, 2945, 3229, 3461, 3873, 3609, 4153, 4485, 4785, 5085, 5385, 5685, 5997, 6337, 6605, 7001, 7293, 7685, 8025, 8369, 8717, 9069, 9397, 9717, 10005, 10365, 10653, 11037, 11297, 11741, 12073, 12397, 12709, 13021, 13337, 13697, 13937, 14453, 14797, 15141, 15477, 15753, 16185, 16509, 16857, 17209, 17569, 17929, 18261, 18601, 18953, 19245, 19613, 19929, 20201, 20653, 20977, 21345, 21693, 22009, 22385, 22709, 22981, 23513, 23797, 24341, 24713, 25081, 25429, 25689, 26165, 26497, 26837, 27181, 27461, 27933, 28265, 28749, 29165, 29405, 29981, 30341, 30705, 31041]",3873 → 3609
mom,chair,60,ch_1,"[1172, 3021, 4900, 5139, 8367, 8599, 8837, 9080, 9329, 9576, 10069, 10316, 10567, 10820, 11074, 11327, 11580, 11831, 12081, 12332, 12824, 13068, 13815, 14068, 14321, 14576, 14832, 15087, 15347, 15607, 16120, 16375, 16630, 17406, 17663, 17924, 19240, 19497, 19752, 20008, 20764, 21015, 21760, 25288, 27064, 28920, 29468, 30252, 30504, 30756, 31005, 31256, 944, 720, 492, 1396, 1624, 2087, 2551, 2784, 2319, 3492, 4196, 5376, 5616, 4664, 4428, 3960, 3727, 8136, 9823, 12579, 13315, 13564, 15864, 16888, 17147, 18191, 18456, 18980, 18720, 20263, 20512, 21264, 21512, 22008, 22252, 22500, 22748, 22996, 23248, 23496, 23752, 24008, 24264, 24520, 24780, 25032, 25540, 25792, 26044, 26552, 26812, 27324, 27576, 27836, 28100, 28368, 28644, 29196, 29736, 29996]","31256 → 944, 944 → 720, 720 → 492, 2784 → 2319, 5616 → 4664, 4664 → 4428, 4428 → 3960, 3960 → 3727, 18980 → 18720"
mom,chair,57,ch_0,"[30368, 30081, 29793, 29505, 29213, 28925, 28641, 28361, 28081, 27801, 27517, 27237, 26949, 26661, 26369, 26077, 25788, 25501, 25213, 24929, 24649, 24369, 24085, 23800, 23521, 23233, 22941, 22653, 22357, 22068, 21777, 21485, 21185, 20885, 20593, 20309, 18573, 18860, 19149, 19441, 20021, 19733, 18289, 4213, 5273, 5005, 4741, 5809, 4480, 3681, 3953, 3413, 6345, 6617, 6889, 7433, 7705, 7977, 8249, 8529, 8817, 9109, 9401, 9689, 9977, 10265, 10549, 10829, 11104, 11377, 13085, 13381, 11937, 12217, 12789, 12505, 14869, 15161, 14573, 13985, 14281, 16321, 16037, 15745, 15457, 16605, 17729, 17453, 17173, 16892, 18009]","30368 → 30081, 30081 → 29793, 29793 → 29505, 29505 → 29213, 29213 → 28925, 28925 → 28641, 28641 → 28361, 28361 → 28081, 28081 → 27801, 27801 → 27517, 27517 → 27237, 27237 → 26949, 26949 → 26661, 26661 → 26369, 26369 → 26077, 26077 → 25788, 25788 → 25501, 25501 → 25213, 25213 → 24929, 24929 → 24649, 24649 → 24369, 24369 → 24085, 24085 → 23800, 23800 → 23521, 23521 → 23233, 23233 → 22941, 22941 → 22653, 22653 → 22357, 22357 → 22068, 22068 → 21777, 21777 → 21485, 21485 → 21185, 21185 → 20885, 20885 → 20593, 20593 → 20309, 20309 → 18573, 20021 → 19733, 19733 → 18289, 18289 → 4213, 5273 → 5005, 5005 → 4741, 5809 → 4480, 4480 → 3681, 3953 → 3413, 13381 → 11937, 12789 → 12505, 15161 → 14573, 14573 → 13985, 16321 → 16037, 16037 → 15745, 15745 → 15457, 17729 → 17453, 17453 → 17173, 17173 → 16892"
mom,chair,21,ch_1,"[32, 140, 252, 396, 552, 727, 899, 1048, 1188, 1316, 1439, 1560, 1676, 1791, 1900, 2012, 2128, 2244, 2371, 2499, 2624, 2744, 2864, 2976, 3088, 3200, 3316, 3432, 3544, 3660, 3772, 3888, 4004, 4120, 4232, 4344, 4456, 4568, 4684, 4796, 4904, 5016, 5127, 5240, 5352, 5464, 5695, 5579, 5812, 5932, 6068, 6267, 6440, 6603, 6752, 6903, 7056, 7208, 7356, 7500, 7648, 7780, 7908, 8036, 8160, 8292, 8432, 8580, 8728, 8872, 9008, 9144, 9272, 9396, 9604, 10148, 10276, 10404, 10560, 9892, 9768, 10020, 10744, 10932, 11128, 11308, 11476, 11628, 11780, 11928, 12072, 12352, 12484, 12625, 12764, 12912, 13060, 13204, 13348, 13488, 13632, 13772, 13916, 14052, 14192, 14328, 14468, 14608, 14752, 14900, 15052, 15204, 15364]","5695 → 5579, 10560 → 9892, 9892 → 9768"
mom,chair,53,ch_0,"[141, 408, 676, 957, 1234, 1508, 1782, 2052, 2328, 2613, 2923, 3565, 3253, 3880, 4181, 4489, 4809, 5146, 5492, 5849, 6172, 6481, 6784, 7081, 7381, 7692, 8009, 8309, 8604, 8897, 9197, 9504, 9825, 10141, 10453, 10761, 11081, 11409, 11744, 12097, 12433, 12761, 13093, 13445, 13793, 14121, 14449, 14765, 15084, 15409, 15720, 16040, 16369, 16692, 17032, 17709, 17361, 18072, 18457, 18844, 19581, 19212, 19965, 20333, 20689, 21073, 21440, 21825, 22237, 22641, 23021, 23400, 23761, 24097, 24441, 24813, 25180, 25540, 25933, 26353, 26792, 27188, 27577, 27968, 28765, 28376, 29113, 29473, 29853, 30212, 30605]","3565 → 3253, 17709 → 17361, 19581 → 19212, 28765 → 28376"
mom,chair,76,ch_1,"[22752, 23086, 24298, 24590, 24884, 25183, 25485, 25786, 26724, 27052, 27397, 27748, 28111, 28479, 28829, 29182, 29532, 30262, 30638, 29893, 31010, 26404, 26093, 24014, 23733, 23373]","30638 → 29893, 31010 → 26404, 26404 → 26093, 26093 → 24014, 24014 → 23733, 23733 → 23373"
mom,chair,55,ch_2,"[378, 634, 1145, 1649, 1902, 2410, 2661, 2906, 3402, 3653, 4929, 5189, 5450, 5970, 6233, 6758, 7018, 7281, 7818, 8094, 8386, 9001, 9622, 9930, 10233, 10530, 10833, 11129, 11414, 11693, 11973, 12545, 12830, 13114, 13405, 13698, 14870, 15162, 15450, 15734, 16022, 16609, 17217, 17537, 17854, 19129, 19422, 19710, 20830, 21114, 21669, 21949, 22525, 23142, 23462, 23778, 25062, 26290, 27446, 27749, 28046, 28622, 28922, 29521, 30141, 31445, 31765, 32438, 32762, 33090, 33762, 34094, 34406, 34710, 35002, 35589, 36193, 37242, 37950, 38313, 38681, 39026, 39373, 118, 886, 1398, 2157, 3154, 4158, 4414, 3906, 4670, 5710, 6494, 7546, 8698, 9306, 12254, 13990, 14274, 14570, 16314, 16906, 18174, 18502, 18822, 19990, 20270, 20550, 21390, 22230, 22826, 24094, 24422, 24738, 25382, 25698, 25998, 26582, 26870, 27154, 28334, 29222, 29822, 30470, 30806, 31138, 32078, 33418, 35290, 35886, 36510, 36862, 37598]","39373 → 118, 4414 → 3906"
